html_url,number,title,labels,state,locked,milestone,comments,created_at,updated_at,closed_at,author_association,state_reason,assignee.login,body,Target
https://github.com/facebook/react/issues/12076,12076,update rollup-plugin-node-resolve to 3.0.0,"[{""id"":71502270,""node_id"":""MDU6TGFiZWw3MTUwMjI3MA=="",""url"":""https://api.github.com/repos/facebook/react/labels/Component:%20Build%20Infrastructure"",""name"":""Component: Build Infrastructure"",""color"":""f9d0c4"",""default"":false,""description"":null}]",closed,FALSE,,9,2018-01-23T07:06:02Z,2018-09-01T12:04:16Z,2018-02-05T10:40:01Z,NONE,completed,,"**Do you want to request a *feature* or report a *bug*?**

feature

**What is the current behavior?**

Just update rollup-plugin-node-resolve to 3.0.0

```
$ node scripts/rollup/build.js 
 BUILDING  react.development.js (umd_dev)
Error: options.skip is no longer supported — you should use the main Rollup `external` option instead
    at nodeResolve (/home/praveen/forge/node-react/node_modules/rollup-plugin-node-resolve/dist/rollup-plugin-node-resolve.cjs.js:34:9)
    at getPlugins (/home/praveen/forge/node-react/scripts/rollup/build.js:239:5)
    at createBundle (/home/praveen/forge/node-react/scripts/rollup/build.js:360:16)
    at rimraf (/home/praveen/forge/node-react/scripts/rollup/build.js:435:13)
    at <anonymous>
    at process._tickCallback (internal/process/next_tick.js:188:7)


```
**What is the expected behavior?**

We'd like to use rollup-plugin-node-resolve 3.0 in debian. We are packaging react as a dependency of gitlab 9.5 (so apt-get install gitlab works to setup a gitlab server). pr that removed this option https://github.com/rollup/rollup-plugin-node-resolve/pull/90

**Which versions of React, and which browser / OS are affected by this issue? Did this work in previous versions of React?**

It is not dependent on react version, only its build dependency.",Feature
https://github.com/facebook/react/issues/12086,12086,Remove Component.childContextTypes / Component.contextTypes and PropTypes requirements for Context,[],closed,FALSE,,2,2018-01-24T05:38:51Z,2018-01-24T15:00:22Z,2018-01-24T15:00:22Z,NONE,completed,,"Since there is currently undergoing work (https://github.com/facebook/react/pull/11818) on the Context API, I feel like this may be a good time to bring this up.

----

In my projects, the design decision to not use `PropTypes` in our internal components was made early on, under the assumption that if we were to use `PropTypes`, we may as well go the whole way and use `flow` or `TypeScript` as well.

Enforcing a `PropType` declaration on a single React feature doesn't make much sense. If `PropTypes` are optional on `props`, why are they required on `context`?

To get around this enforcement, my components end up looking like the following:

```javascript
// makeContext.js
import PropTypes from 'prop-types';

const makeContext = (keys) => {
  const obj = {};
  keys.forEach((key) => {
    obj[key] = PropTypes.any;
  });
  return obj;
};

export default makeContext;
```

```javascript
// contextTypes.js
import makeContext from './makeContext';

export default makeContext([
  'someValue',
  'someOtherValue',
]);
```

```javascript
// ParentComponent.js
import contextTypes from './contextTypes';
import ChildComponent from './ChildComponent';

class ParentComponent extends React.Component {
  getChildContext() {
    return { someValue: 1, someOtherValue: false };
  }
  render() {
    return <ChildComponent />;
  }
}
ParentComponent.childContextTypes = contextTypes;
```

```javascript
// ChildComponent.js
import contextTypes from './contextTypes';

const ChildComponent = (props, { someValue }) => (
  <p>{someValue}</p>
);
ChildComponent.contextTypes = contextTypes;
```

----

As you can see, the declaration of both `childContextTypes` and `contextTypes` is essentially pointless, yet I am forced to do so because the API enforces it.

It seems that, much like `props` and `PropTypes`, it should be down to the developer to decide whether or not the rule should be enforced.",Feature
https://github.com/facebook/react/issues/12089,12089,Debug render-phase side effects in strict-mode for DEV,[],closed,FALSE,,4,2018-01-24T23:20:58Z,2018-01-25T22:30:54Z,2018-01-25T22:30:54Z,COLLABORATOR,completed,bvaughn,"Relates to PR #12083

Currently we double-invoke component `constructor`, `render`, `static getDerivedStateFromProps` and `setState` reducer functions if the `debugRenderPhaseSideEffects` feature flag is on. We should also do this if we're inside of a `StrictMode` subtree.

However, it is likely that the new `StrictMode` element will be present in production apps, so I believe it is important that it not negatively impact performance.

Strict warnings (like all warnings) only impact dev mode, but up until now the double-invoked lifecycles impact both dev and prod. This is actually a good thing at Facebook, since it helps us identify potential bugs in production and we can easily limit it to only impact developers, but I think it would complicate the story for external users because of the negative performance impact.

I propose that we continue to observe the `debugRenderPhaseSideEffects` flag for dev and prod (since this impacts Facebook only) but only double-invoke for ""strict"" mode in dev.

Enabling this behavior greatly complicates our incremental rendering tests ([see below](https://github.com/facebook/react/issues/12089#issuecomment-360517198) so I will also be converting these to be internal so they can explicitly override the feature-flag before running. I think this is okay since the tests that break all use the noop-renderer which is not published to NPM.",Bug
https://github.com/facebook/react/issues/12091,12091,Native ecmascript module for React and ReactDOM,[],closed,FALSE,,10,2018-01-25T09:38:31Z,2018-01-29T07:35:49Z,2018-01-25T11:35:13Z,NONE,completed,,"<!--
  Note: if the issue is about documentation or the website, please file it at:
  https://github.com/reactjs/reactjs.org/issues/new
-->

**Do you want to request a *feature* or report a *bug*?**
This probably is a feature request since the root of this is considering the build tooling and questions on how to proceed with my efforts.

**What is the current behavior?**
No native ecmascript module output and the current build tools don't easily allow adding a  native ecmascript module build target.

While investigating a workflow using a native ecmascript module version of React (and ReactDOM) in browsers I found no implementation which outputs native ecmascript modules.
One can use a wrapped version of the transpiled versions with added export statements but transpiling would not be necessary for browsers supporting ecmascript modules natively.
Even spread operators are supported by these browsers although they're not fully supported by AST generators or other tools due to the fact that the spec for that isn't finalised.

After some test projects and different build tools I built a simple proof of concept which outputs ecmascript modules that can be used in modern browsers.
The challenge (and question I have) is that the tools and settings used in the POC contradict the current build settings and tools.
So I am wondering if this is something that can be added as a build target or that this is something that is better suitable for an external repo for the time being...

I would love to make this happen but I would like to hear if this is something that is deemed worth while and if so in what would be the preferred way of implementing this.
During my investigation I did not find an easy way of doing so without changing a considerable amount of code and build tooling. Making this a relatively high risk endeavour.
Webpack vs Rollup, different settings needed for Babel, and named exports instead of CommonJS module.exports pattern to name a few, and all the effects those have on the build process make this somewhat complex.

To clarify some things, these are links to the POC's:
repo which outputs native ecmascript modules for React and ReactDOM: https://github.com/wearespindle/react-ecmascript
repo with a minimal setup to test if a working app can be made these modules in a browser: https://github.com/PM5544/module-test

<!--
**If the current behavior is a bug, please provide the steps to reproduce and if possible a minimal demo of the problem. Your bug will get fixed much faster if we can run your code and it doesn't have dependencies other than React. Paste the link to your JSFiddle (https://jsfiddle.net/Luktwrdm/) or CodeSandbox (https://codesandbox.io/s/new) example below:** -->

**What is the expected behavior?**
Preferably a build target for native ecmascript modules.

**Which versions of React, and which browser / OS are affected by this issue? Did this work in previous versions of React?**
not relevant
",Support
https://github.com/facebook/react/issues/12101,12101,Access Component from child's instance?,"[{""id"":40929155,""node_id"":""MDU6TGFiZWw0MDkyOTE1NQ=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Question"",""name"":""Type: Question"",""color"":""cc317c"",""default"":false,""description"":null}]",closed,FALSE,,9,2018-01-26T10:15:55Z,2018-01-28T23:26:42Z,2018-01-28T13:24:28Z,NONE,completed,,"I am creating a [small, generic state management](https://github.com/franciscop/state) based on the `Proxy()` object. Now I am writing a React helper, but I've found an issue: to create the HOC I need access to `Component` from React. Looking at the [source code for Component](https://github.com/facebook/react/blob/master/packages/react/src/ReactBaseClasses.js) it doesn't seem like it can/should be a standalone function. This library should be able to be used independently, so making everyone download React is not feasible.

I have navigated through the [official HOC documentation](https://reactjs.org/docs/higher-order-components.html), past issues and Google but couldn't find any way to retrieve `Component` from the passed component to my HOC. This is the code I am working with (not yet in the repo linked above):

```js
// This will load the whole React independently of the project type
import { Component } from 'react';

const connect = (opts) => (Passed) => {
  return class WithState extends Component {
    // ...
  }
};

export default connect;
```

```js
// Note: assume this for Passed.js
import React, { Component } from 'react';
class Passed extends Component { ... }
export default connect()(Passed);
```

Now, I *did* find a hack to make this work, but it seems like one of the most fragile pieces of code I've ever written, relying on the differences between ES7 modules and CommonJS:

```js
const connect = (opts) => (Passed) => {
  const React = require('react');
  return class WithState extends React.Component {
    // ...
  }
};

export default connect;
```

This way it will only import React once the `connect()` is used, and `connect()` is the *React-exclusive* helper from my library. So my question/feature request is this: is it possible to access its constructor's parent (not just the child)? Could we make it possible somehow? Something like this would be ideal:

```js
// Is something like this possible?
const Component = Passed.super;
// or
const Component = Passed.constructor.super;
// or even (since a class is syntax sugar)
const Component = Passed.prototype.super;
```

I think that is not the way Javascript/React works, but I figured I will ask here since chances are you will know way better than me whether something like this is possible or not.



**Do you want to request a *feature* or report a *bug*?**
Request a feature I think",Support
https://github.com/facebook/react/issues/12106,12106,react-test-renderer: toTree() does not yet know how to handle nodes with tag=10,"[{""id"":40929151,""node_id"":""MDU6TGFiZWw0MDkyOTE1MQ=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Bug"",""name"":""Type: Bug"",""color"":""b60205"",""default"":false,""description"":null},{""id"":710400704,""node_id"":""MDU6TGFiZWw3MTA0MDA3MDQ="",""url"":""https://api.github.com/repos/facebook/react/labels/Component:%20Test%20Renderer"",""name"":""Component: Test Renderer"",""color"":""006b75"",""default"":false,""description"":null}]",closed,FALSE,,3,2018-01-27T15:52:20Z,2018-01-27T23:03:56Z,2018-01-27T23:03:55Z,NONE,completed,,"<!--
  Note: if the issue is about documentation or the website, please file it at:
  https://github.com/reactjs/reactjs.org/issues/new
-->

**Do you want to request a *feature* or report a *bug*?**

bug.

**What is the current behavior?**

```js
  renderer.create(
    <Fragment>
      <Fragment>foo</Fragment>
    </Fragment>
  )
  .toTree()
```

> Invariant Violation: toTree() does not yet know how to handle nodes with tag=10

https://codesandbox.io/s/olky92m01y

**What is the expected behavior?**

returns a tree.

**Which versions of React, and which browser / OS are affected by this issue? Did this work in previous versions of React?**

16.2.0
",Bug
https://github.com/facebook/react/issues/12119,12119,"I have an error after deployed my react website, I am using react 16.2.0 and this is the error:",[],closed,FALSE,,3,2018-01-30T08:28:51Z,2018-03-01T14:38:35Z,2018-01-30T10:55:23Z,NONE,completed,,"![erreur1](https://user-images.githubusercontent.com/19607550/35555569-3bda9c38-05a8-11e8-80d6-80bf66ff2c51.png)

visit http://facebook.github.io/react/docs/error-decoder.html?invariant=44 for the full message or use the non-minified dev environment for full errors and additional helpful warnings.",Support
https://github.com/facebook/react/issues/12125,12125,How to fix Only secure origins are allowed with nginx?,[],closed,FALSE,,1,2018-01-31T08:12:37Z,2018-01-31T11:15:50Z,2018-01-31T11:15:50Z,NONE,completed,,"I don't want to use https.
thanks!",Support
https://github.com/facebook/react/issues/12130,12130,How to update State in a batch with react 16 from outside the render cycle?,[],closed,FALSE,,3,2018-02-01T06:22:20Z,2018-05-18T15:22:36Z,2018-02-01T10:40:33Z,NONE,completed,,"App has many state changes coming in from external sources. calling setState() for each **from outside the render cycle** hurts performance a lot, as each setState starts a new render cycle:

```
for_each (state_change in queued_state_changes) {
   state_change.target.setState(state_change.new_state); // each one starts a render cycle
}
```

What i would like to do is something like:
```
React.batchedUpdates(function() {
    for_each (state_change in queued_state_changes) {
        state_change.target.setState(state_change.state); 
    }});  // starts only one render cycle after updating all the states
```

How can i achieve this with react 16?",Support
https://github.com/facebook/react/issues/12140,12140,Safari 11 errors when using Fragment upon hydrating,[],closed,FALSE,,4,2018-02-02T15:24:12Z,2018-02-02T16:00:14Z,2018-02-02T15:57:46Z,NONE,completed,,"**Do you want to request a *feature* or report a *bug*?**
This is a bug.

**What is the current behavior?**
Safari 11 (both Mac OS X and iOS) throws error 130:

```
Element type is invalid: expected a string (for built-in components) or a class/function (for composite components) but got: object.
```

I have not been able to make a reduced test case but I'm reporting this in hope that someone else also has this issue and is able to figure out what is the root cause.

Currently the best I have figured out is that when in **production** universal rendering scenario and using React.Fragment together with elements that use context (like a component connected to Redux) Safari 11 errors during client side hydration. For example, in one case I had code like this:

```jsx
    <Fragment>
        <div onClick={activateModal}>Open modal</div>
        {isModalActive && <Modal />}
    </Fragment>
```

Which errored in Safari 11 until I replaced the Fragment with a div. In this case the Modal component was also connected to Redux and returned node using `createPortal`.

In another scenario we have CMS content using a custom renderer where JSON is transformed for React rendering and with some components there is a complex context based logic where using Fragments anywhere causes error in Safari 11. Similarly the issue was fixed by replacing Fragment with a div or a span depending on case.

Currently the only things I have been able to track together is the use of Fragments and context. It is possible that the bug requires some other condition but we have a large complex project, and I'm not an Apple user, which complicates things for me. It is also very inconvenient that this bug only happens with production React and bundle which results in very unhelpful error messages.

**If the current behavior is a bug, please provide the steps to reproduce and if possible a minimal demo of the problem. Your bug will get fixed much faster if we can run your code and it doesn't have dependencies other than React. Paste the link to your JSFiddle (https://jsfiddle.net/Luktwrdm/) or CodeSandbox (https://codesandbox.io/s/new) example below:**
This is my current best **attempt** in isolating the issue, but it does **not** replicate it: https://codepen.io/Merri/pen/xYZKez

**What is the expected behavior?**
Safari 11 should not throw during hydrate when using a mixture of Fragment and context.

**Which versions of React, and which browser / OS are affected by this issue? Did this work in previous versions of React?**
React 16.2 (production only, no issue with development version)
Safari 11 (Safari 10 works fine)",Support
https://github.com/facebook/react/issues/12165,12165,Why can't we use both prevstate (function) + callback as parameters in setState()?,"[{""id"":40929155,""node_id"":""MDU6TGFiZWw0MDkyOTE1NQ=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Question"",""name"":""Type: Question"",""color"":""cc317c"",""default"":false,""description"":null},{""id"":620368407,""node_id"":""MDU6TGFiZWw2MjAzNjg0MDc="",""url"":""https://api.github.com/repos/facebook/react/labels/Resolution:%20Needs%20More%20Information"",""name"":""Resolution: Needs More Information"",""color"":""fffde7"",""default"":false,""description"":null}]",closed,FALSE,,2,2018-02-06T17:06:28Z,2018-02-07T00:44:03Z,2018-02-07T00:44:03Z,NONE,completed,,,Support
https://github.com/facebook/react/issues/12169,12169,Prop to pass data to event handlers,[],closed,FALSE,,3,2018-02-07T02:15:48Z,2018-08-09T01:06:40Z,2018-08-09T01:06:40Z,NONE,completed,,"This is a feature request

My suggestion is to add a known prop that gets passed through to all handlers as the second parameter. This would eliminate the need for closures, inline binding, inline arrow functions, proxyEvent.target.dataset, etc.
```
handleClick(proxyEvent, eventData) {
  // do stuff with eventData...
}
<Component eventData={data} onClick={this.handleClick} />
```

Currently if we need to pass `data` through an event handler there are several ways...

Create a class method that returns a closure:
```
clickHandler(eventData) {
  return (proxyEvent) => {
    // do stuff with eventData
  }
}
<Button onClick={clickHandler(eventData)} />
```

use inline bind or arrow function
```
clickHandler(eventData, proxyEvent) {
  // do stuff with eventData
}
<Button onClick={this.clickHandler.bind(this, eventData)} />
<Button onClick={(proxyEvent) => clickHandler(eventData, proxyEvent)} />
```

AND

A not so intuitive alternative is to use `proxyEvent.target.dataset`
```
clickHandler(proxyEvent) {
    const eventData = datas
      .find(data => data.get('id') === proxyEvent.target.dataset.button);
    // do stuff with eventData...
}
<Button onClick={clickHandler} data-button={data.get('id')} />
```
If you pass an object to any `data-`prop it gets converted to a string. My immutable Map becomes `DOMStringMap {button: ""Map { ""id"": ""84280bcc-ab3b-45d5-8882-dc74a17da...` so I have to pass an ID and use it in the handler to find my data.
",Feature
